id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19253,0.0065513235,0.0014068546,0.76513976,0.003283081,0.012030968,0.0790587,0.29084745
19254,0.000928265,0.07029154,0.0017273426,0.0013929742,0.013440388,0.29856095,0.5391159
19255,0.35252887,0.0008507452,0.0017401343,0.000381134,0.010347168,0.13893256,0.53382254
19256,0.007945978,0.8028283,0.0006465599,0.00058049656,0.004200279,0.09812788,0.27896616
19257,0.1005104,0.016364304,0.00863485,0.00063909794,0.20276995,0.19882408,0.38180456
19258,0.42111468,0.003309379,0.0008315072,0.000325255,0.0050206166,0.1530869,0.45128435
19259,0.00053641596,0.000728158,0.97313863,0.00023463306,0.0005938672,0.0014443053,0.03561377
19260,0.01439463,0.15426412,0.0024894315,0.00043178626,0.023263097,0.3122205,0.37676775
19261,0.06600632,0.004691781,0.5665911,0.00026296967,0.013279166,0.023909269,0.2073529
19262,0.17797431,0.012462311,0.0015386092,0.0002355087,0.033658754,0.19745387,0.31985945
19263,0.124272995,0.0046377545,0.0009598626,0.0006991786,0.006530229,0.41059303,0.33701375
19264,0.020007765,0.0018798269,0.0008362819,0.00076879206,0.0126990955,0.51707166,0.3775616
19265,0.036093745,0.002893897,0.0007478584,0.0022536018,0.029509157,0.48182064,0.48449966
19266,0.0005153951,0.0011033267,0.88059556,0.0002386732,0.0006835753,0.0014549951,0.13699007
19267,0.097661406,0.003946516,0.0008066169,0.0007067416,0.10730296,0.24745496,0.34016162
19268,0.0011920275,0.01818106,0.004732657,0.00093978137,0.010751536,0.16150409,0.74379665
19269,0.00057466864,0.00093448785,0.92788076,0.00022910771,0.00074395165,0.0017850099,0.061714426
19270,0.14417337,0.0037366215,0.0046812356,0.0003945115,0.78998387,0.021149991,0.2604225
19271,0.009618424,0.019019242,0.05424049,0.00066146546,0.030716643,0.17117655,0.5892999
19272,0.29584357,0.0029396147,0.015524995,0.0007387337,0.056160588,0.24240337,0.32392868
19273,0.0029235359,0.0008361907,0.0017742113,0.01096212,0.031022618,0.5738845,0.37776694
19274,0.048734024,0.0009602976,0.0011145656,0.00046592424,0.011105688,0.52739376,0.39118528
19275,0.036640048,0.009269358,0.03707752,0.0010443556,0.016339147,0.3967097,0.30849493
19276,0.03999826,0.032382015,0.05203011,0.00075828156,0.19840047,0.34598738,0.34967786
19277,0.0012858852,0.011360643,0.0012847149,0.0009813986,0.0122824935,0.31942707,0.65902394
19278,0.060574524,0.0052099586,0.0011772818,0.0003630385,0.02504805,0.25439546,0.41458827
19279,0.10832406,0.0005214049,0.0030213862,0.0067008217,0.010330844,0.17979763,0.6010479
19280,0.07572117,0.07108549,0.010544865,0.00045515338,0.013972834,0.3078577,0.31164777
19281,0.0006594656,0.000685939,0.92957133,0.00025417263,0.000890628,0.0035983883,0.06817281
19282,0.07480815,0.0023995475,0.0010616942,0.00026316405,0.0074213343,0.70239896,0.30445048
19283,0.0014793532,0.022640703,0.56851816,0.0006291683,0.004159107,0.021621026,0.37032425
19284,0.029849513,0.014088821,0.04620872,0.00047727503,0.12579428,0.20417707,0.3541716
19285,0.038365968,0.0028889615,0.7035887,0.00025622937,0.005199219,0.007417819,0.21941221
19286,0.068065204,0.0025373297,0.14983459,0.0003129516,0.023476608,0.021364635,0.28405887
19287,0.06898124,0.0019373825,0.0015770656,0.00028074687,0.03486312,0.3958772,0.30895096
19288,0.006208667,0.0026056576,0.00071197835,0.0004903238,0.0023754213,0.55957574,0.3868342
19289,0.048974555,0.0008087842,0.0009527177,0.0009203685,0.02001318,0.6207553,0.32807478
19290,0.1346373,0.0026533662,0.09627593,0.0011396197,0.20323808,0.22695109,0.39850923
19291,0.0004925419,0.00092325674,0.9496439,0.00023781163,0.0006470013,0.0017727914,0.046858735
19292,0.14273734,0.024841353,0.008499255,0.0005224805,0.026519284,0.40573725,0.3208869
19293,0.010254151,0.041428402,0.0045745284,0.0004682839,0.008914564,0.12847136,0.6540667
19294,0.03604924,0.045866318,0.00097212935,0.00092616596,0.0037248605,0.32799184,0.46982464
19295,0.00071015715,0.020414617,0.0011944051,0.00028087778,0.01792551,0.54559606,0.42057273
19296,0.007907505,0.009673834,0.0014145015,0.00049388316,0.0041590296,0.6809176,0.20987286
19297,0.057282876,0.003324704,0.016208239,0.0002444306,0.024903405,0.22234252,0.7276685
19298,0.025086632,0.0043260516,0.016247435,0.000682769,0.14720681,0.11173857,0.6445478
19299,0.10887616,0.03902469,0.004344174,0.0002113813,0.008131521,0.09008547,0.4920328
19300,0.0013523748,0.0010859858,0.85942346,0.00028004753,0.0009319307,0.00092889095,0.082631245
19301,0.00066439004,0.0009646648,0.9276993,0.00025687512,0.0009209807,0.0050242147,0.07794388
19302,0.0046415594,0.001499605,0.002690652,0.73301464,0.011507596,0.007187024,0.18643649
19303,0.41194665,0.001080799,0.00066482514,0.00050289556,0.008963414,0.04981994,0.653604
19304,0.0008079119,0.00068804977,0.78640044,0.000273163,0.00081062905,0.0009812808,0.1288553
19305,0.0005080824,0.0011350396,0.9639915,0.00023596745,0.00063287385,0.0013628197,0.055618253
19306,0.0036865585,0.0019909437,0.0028890604,0.8525896,0.0066605275,0.0075195045,0.23010544
19307,0.0030334308,0.002247228,0.003709603,0.000278001,0.06725503,0.3099556,0.6269151
19308,0.0026628876,0.04158483,0.37661642,0.00052987254,0.023283085,0.29512864,0.41969976
19309,0.12728758,0.0012399902,0.0031167206,0.00028195744,0.0047886907,0.5471662,0.3681052
19310,0.010691932,0.019685008,0.06546966,0.055242874,0.07571139,0.23941803,0.42288426
19311,0.009301234,0.04979761,0.012651624,0.00033462932,0.25304028,0.27700713,0.39291492
19312,0.025342999,0.004019333,0.57332724,0.00021731618,0.0035431986,0.022018192,0.3887294
19313,0.0013638565,0.029811734,0.029293325,0.00028184592,0.0069403998,0.33527562,0.5691035
19314,0.0008655764,0.12000971,0.004862669,0.0003508757,0.00425023,0.34666538,0.48211622
19315,0.011248342,0.0009795196,0.008372782,0.8392303,0.004920376,0.007955708,0.11133234
19316,0.100382805,0.017663242,0.017401736,0.0003017477,0.040436834,0.48647898,0.28583744
19317,0.007814077,0.011933859,0.0020514228,0.013696317,0.006208746,0.10939974,0.80153316
19318,0.0018168904,0.007399497,0.0012418311,0.6983681,0.032838758,0.12928596,0.26800895
19319,0.000679804,0.628371,0.005170102,0.007248297,0.013877253,0.18038374,0.33079353
19320,0.0005763513,0.0010045101,0.85730433,0.00024843158,0.00067796686,0.0019065957,0.12031489
19321,0.21687925,0.0016687114,0.0013716024,0.0009072566,0.06643765,0.35025486,0.32160002
19322,0.012914545,0.001728481,0.0009600304,0.000864219,0.008123179,0.4336736,0.44073159
19323,0.019954098,0.0027129333,0.00090313226,0.0012202384,0.008670152,0.55622756,0.4086757
19324,0.33504546,0.0010554956,0.00058818876,0.00026921002,0.0077624163,0.3846881,0.2600896
19325,0.018236803,0.0065431073,0.07175167,0.00027622873,0.05437782,0.22232433,0.5425995
19326,0.022220438,0.5331757,0.0010294925,0.0002800454,0.00906915,0.21148571,0.24244964
19327,0.007263637,0.056114867,0.08313375,0.0027150384,0.04156251,0.12973583,0.5206202
19328,0.0012766144,0.026832476,0.20624784,0.00044114297,0.021354573,0.15536782,0.3242263
19329,0.0005667034,0.0010300041,0.9182461,0.00024777374,0.0006476232,0.002381572,0.09240068
19330,0.056615982,0.0204228,0.016141549,0.00060912233,0.057750292,0.33307153,0.37412226
19331,0.11524143,0.002145841,0.03806713,0.00062664703,0.038164593,0.25552043,0.3911714
19332,0.1561031,0.0019785273,0.0019589206,0.00020850978,0.010713081,0.17748824,0.50964355
19333,0.37484813,0.045215324,0.0020879991,0.00045027243,0.043373615,0.1031968,0.42292112
19334,0.005590625,0.34034207,0.0011125983,0.00093197334,0.024608774,0.1429225,0.39200854
19335,0.0026819855,0.7788247,0.00096529647,0.0003180129,0.008462187,0.06776101,0.2426311
19336,0.2398572,0.0034133547,0.0043758024,0.0014603622,0.024402529,0.14348644,0.5088073
19337,0.2504928,0.022516347,0.00065835565,0.00028360527,0.0064114165,0.32356352,0.32128373
19338,0.2808828,0.117153704,0.0013607881,0.00042383382,0.0038181269,0.03888856,0.29729715
19339,0.029004496,0.0023336345,0.00065035146,0.00059888454,0.0028777623,0.52354294,0.41854167
19340,0.02169123,0.0012113486,0.0006842529,0.0011235034,0.015758587,0.5583768,0.4940391
19341,0.00072901684,0.0014869133,0.9163179,0.00023222758,0.00087745703,0.0012723269,0.07635938
19342,0.18432887,0.0038786042,0.0036675606,0.00074520364,0.118933514,0.24896637,0.43423283
19343,0.0008233943,0.011885871,0.093926854,0.00030948577,0.011633981,0.44291854,0.4126019
19344,0.12739865,0.040938336,0.040090963,0.0007346083,0.008343082,0.26198024,0.33660847
19345,0.00088377733,0.87245274,0.0008861582,0.00031510778,0.002597693,0.037244026,0.25076622
19346,0.001289854,0.037928768,0.061374515,0.0015800032,0.028344702,0.23655689,0.47791004
19347,0.008380168,0.7408191,0.0026717556,0.00020786506,0.0047857487,0.07385667,0.16233686
19348,0.026567625,0.0135928355,0.0018653336,0.0028242185,0.018782694,0.3534176,0.49036297
19349,0.08225409,0.001270726,0.1741809,0.0067819455,0.024829783,0.13769929,0.4315585
19350,0.037473105,0.011129677,0.067804426,0.0004840624,0.029334648,0.13298388,0.54232603
19351,0.0065052155,0.0036435435,0.0036667907,0.0002227727,0.0114436755,0.47932482,0.44887105
19352,0.32685646,0.002216299,0.004424251,0.00023617568,0.012502915,0.10111692,0.5935899
19353,0.06573991,0.10509116,0.0019013735,0.00042100783,0.008082713,0.2685796,0.31738734
19354,0.016421398,0.008527059,0.0013935281,0.0013284418,0.014775395,0.5983939,0.25945374
19355,0.05133602,0.0039415634,0.004653407,0.000817044,0.007907587,0.43424395,0.54174083
19356,0.0004627231,0.00089610135,0.9495899,0.00023409966,0.0006332147,0.0015056726,0.051553328
19357,0.14174724,0.004447092,0.0033751363,0.00046760298,0.40052754,0.13999575,0.35395288
19358,0.0051837736,0.028135126,0.048622634,0.00036781005,0.021419078,0.2864632,0.3979643
19359,0.037962146,0.0029020084,0.1525533,0.029060952,0.07182041,0.27916086,0.30400813
19360,0.048218563,0.00092314807,0.0005276049,0.0032446957,0.11325774,0.46954757,0.40064847
19361,0.08732694,0.0028614604,0.0036558164,0.00020511972,0.007665229,0.33715105,0.3866725
19362,0.001802063,0.015713839,0.0057444265,0.32668173,0.06499223,0.011913382,0.28891248
19363,0.089108475,0.00558966,0.0005301618,0.0005063144,0.0101839425,0.42914477,0.40315416
19364,0.02330519,0.002375418,0.0007083437,0.00042899494,0.0017256037,0.6106159,0.36948445
19365,0.0458193,0.0035847826,0.0024439238,0.00029686876,0.017900178,0.07824265,0.77092856
19366,0.05855169,0.0054474045,0.016680557,0.019315712,0.060493812,0.27600917,0.38666674
19367,0.00466592,0.0009932412,0.007865152,0.7391652,0.008443894,0.008182718,0.16436277
19368,0.12985586,0.00038991802,0.0019161161,0.0023445517,0.012503493,0.13682488,0.64161414
19369,0.17873424,0.0036957627,0.0007692369,0.00048646936,0.0029314808,0.40533048,0.38244388
19370,0.3075866,0.010715638,0.014838381,0.00026306973,0.02613345,0.39129043,0.271017
19371,0.064393505,0.0023919323,0.009676735,0.0011885433,0.015769294,0.5555339,0.42668802
19372,0.0005118216,0.00078302535,0.9690883,0.00023563899,0.0006601989,0.0017054764,0.041291088
19373,0.00076595915,0.58652127,0.0020673443,0.0005894498,0.013414579,0.05713196,0.2846854
19374,0.0018692235,0.028931104,0.024214264,0.0003258947,0.016140154,0.30946767,0.51442873
19375,0.10124819,0.002604525,0.00089471025,0.00035349352,0.0028268395,0.41097495,0.41573045
19376,0.051659003,0.0011813962,0.14510734,0.03327512,0.018519491,0.22406025,0.36486125
19377,0.018500034,0.4183737,0.002299293,0.00026417538,0.005353999,0.28957534,0.2596214
19378,0.029768446,0.002391492,0.0012744229,0.00021636883,0.0056812447,0.5093802,0.4158633
19379,0.14046086,0.14282487,0.0010766463,0.00021874641,0.008052551,0.09114178,0.31958672
19380,0.26199976,0.030181255,0.0021087774,0.0002742449,0.075466484,0.11695975,0.36710504
19381,0.0013403018,0.00091755175,0.92910415,0.0002657421,0.0009766676,0.00096584833,0.059040964
19382,0.029587649,0.001261452,0.0010392517,0.0007130485,0.0029105255,0.71709955,0.21251237
19383,0.18583165,0.003468287,0.0012790875,0.00048705188,0.0027007086,0.35428533,0.41661268
19384,0.10983734,0.0063042836,0.0011433853,0.0003087817,0.005018468,0.2420678,0.55894506
19385,0.050631225,0.0014818114,0.04981751,0.4050957,0.015840573,0.018590622,0.37199068
19386,0.0035545756,0.010447522,0.0015404857,0.00096962124,0.012385137,0.49359682,0.35551053
19387,0.00051326054,0.0006434507,0.95488113,0.00024101025,0.0006301771,0.0013702661,0.06272986
19388,0.17840566,0.017918864,0.0068196836,0.00022114252,0.0445789,0.09998667,0.51335174
19389,0.70276123,0.0037325963,0.0010473756,0.00032015663,0.04947616,0.056789853,0.3147874
19390,0.26082933,0.005698005,0.009499967,0.0006044279,0.04857877,0.26463997,0.39102045
19391,0.0327085,0.008494897,0.017092694,0.005865252,0.025997154,0.24342713,0.4234685
19392,0.10974737,0.016153881,0.00805999,0.003463738,0.030772531,0.2912572,0.40975982
19393,0.00061545457,0.0018697451,0.93155044,0.00024052817,0.00071940065,0.0028596746,0.095886566
19394,0.010223143,0.014013644,0.0032393842,0.0012773393,0.028076753,0.18960662,0.650167
19395,0.016975496,0.7812209,0.001307936,0.00050460617,0.0105827395,0.076504804,0.22672763
19396,0.16719541,0.08914189,0.001073919,0.0016877017,0.01824174,0.13562888,0.37073487
19397,0.13641885,0.011522277,0.0031375298,0.005237577,0.18937315,0.095745325,0.44724396
19398,0.03226444,0.036053486,0.039264947,0.00028037213,0.042734526,0.31772146,0.31516623
19399,0.15833221,0.0020052257,0.004274698,0.00025006942,0.02485739,0.06783725,0.66506326
19400,0.027942158,0.0016847485,0.001096776,0.00031682965,0.0029670815,0.63564664,0.31630915
19401,0.0031167872,0.014012049,0.08413514,0.013486756,0.03464952,0.1732887,0.5759882
19402,0.0007591238,0.013129715,0.0020761015,0.0073589818,0.011936026,0.46717784,0.35202095
19403,0.07420994,0.0013929417,0.001735008,0.00025936787,0.067908175,0.14624378,0.64085615
19404,0.15228237,0.001100243,0.17563786,0.0168785,0.12787367,0.09315238,0.5181509
19405,0.051692218,0.0036955173,0.06913407,0.0005826856,0.016961163,0.31645483,0.41390967
19406,0.24811244,0.0046320655,0.0005829922,0.00043913617,0.0027575935,0.13349828,0.5493763
19407,0.24982527,0.0012311396,0.00075294485,0.0003138785,0.0025405455,0.20028429,0.5713585
19408,0.00051033037,0.0008428563,0.9630811,0.00023552512,0.0006769468,0.0015960322,0.048561085
19409,0.058449816,0.005813248,0.023799049,0.0010394473,0.006875916,0.49509397,0.2908474
19410,0.007962601,0.0010194591,0.0026964033,0.8723039,0.010223254,0.0077251983,0.16629158
19411,0.02268388,0.7479629,0.0015855228,0.00020533908,0.006466081,0.09258613,0.23525009
19412,0.002543838,0.0007536871,0.9400256,0.00025464443,0.00260857,0.0010639096,0.06354444
19413,0.109647155,0.010408422,0.00057771197,0.00034770265,0.010967467,0.3000156,0.39279756
19414,0.0013097422,0.0008490183,0.9653809,0.00028417338,0.0015179572,0.00091651623,0.063690476
19415,0.08601365,0.0014922061,0.031439967,0.004510133,0.038120735,0.42571583,0.3444808
19416,0.021862075,0.00747788,0.0053153303,0.2202041,0.013720751,0.036952637,0.41908425
19417,0.0037172895,0.024352675,0.00157188,0.0002467967,0.018654084,0.43130526,0.4670531
19418,0.069627136,0.0128585175,0.0011620014,0.0005290386,0.077346526,0.37614432,0.33933032
19419,0.0014080309,0.012881901,0.0044780206,0.51508206,0.091818854,0.14419247,0.2803515
19420,0.0008947588,0.0070452876,0.025138548,0.0052305604,0.017424522,0.18097892,0.630816
19421,0.0036001105,0.009711498,0.009838706,0.7975554,0.04138502,0.094905764,0.19575158
19422,0.0011221675,0.0030995393,0.054110885,0.016309384,0.019418545,0.15248092,0.57600725
19423,0.0013488394,0.01822055,0.018940596,0.0011628679,0.021333352,0.4243736,0.4571427
19424,0.0005190834,0.0008326605,0.95039064,0.00023983911,0.0006647751,0.0018609867,0.06449477
19425,0.40433362,0.0018895089,0.0007515623,0.00043895913,0.008786415,0.22453433,0.33287448
19426,0.00069159584,0.0798633,0.1347101,0.005749854,0.019005146,0.37050825,0.34919843
19427,0.00055369566,0.000746355,0.93782884,0.000282168,0.000773731,0.0010269906,0.094973
19428,0.001035149,0.01733122,0.17823385,0.000949726,0.02133364,0.18510574,0.5786115
19429,0.0007537661,0.0076925894,0.094284736,0.0030902606,0.0071798926,0.10822508,0.5545862
19430,0.36537513,0.0015259578,0.0010536155,0.00032626372,0.039138444,0.49232024,0.30394167
19431,0.001716604,0.002355409,0.0007565749,0.0034019835,0.0186647,0.40475982,0.63813746
19432,0.025990942,0.36985117,0.0008554873,0.0008501609,0.0056726914,0.35427976,0.19853319
19433,0.26892027,0.001144167,0.000543138,0.001751375,0.009886135,0.712915,0.19827944
19434,0.034562908,0.002532248,0.0025617771,0.29206195,0.003658195,0.24402104,0.29174045
19435,0.24933806,0.002177184,0.0010844728,0.00030162893,0.003119058,0.45512307,0.35696775
19436,0.00084228226,0.0011035206,0.94695365,0.0002606679,0.00077672885,0.00093310664,0.07409448
19437,0.18290772,0.0008276614,0.002723076,0.00090221455,0.15876016,0.32220677,0.40489155
19438,0.0008447398,0.045387566,0.0012800528,0.00068584,0.016575012,0.47395885,0.29639447
19439,0.0007949966,0.025174899,0.0050759246,0.0023608543,0.017674897,0.29875803,0.45983943
19440,0.21843162,0.02291443,0.010068943,0.00025249732,0.020849863,0.2580862,0.35453475
19441,0.068455316,0.022016719,0.0078218775,0.0003741054,0.08744617,0.13698724,0.41655913
19442,0.035509035,0.004845548,0.0029840162,0.00022402257,0.02594137,0.4741463,0.35147426
19443,0.00055888994,0.00196523,0.77063495,0.0002711223,0.00073259446,0.00140306,0.096228026
19444,0.0559816,0.00081108,0.000650151,0.017826708,0.009687337,0.4731677,0.4022951
19445,0.06131808,0.1736335,0.015976751,0.00044530543,0.083073184,0.09468389,0.38238433
19446,0.0005336102,0.00079957984,0.95548403,0.00023502353,0.0006425085,0.0014402418,0.05947259
19447,0.046001256,0.65956444,0.0007371605,0.0008695434,0.014700421,0.10658699,0.22508836
19448,0.14835729,0.006492414,0.00213384,0.0007256579,0.019167364,0.26188004,0.3980466
19449,0.025737634,0.0022442397,0.00070803054,0.00077920384,0.012720809,0.6032616,0.33606023
19450,0.05252437,0.56285965,0.0010206297,0.00034456138,0.0037868838,0.15304437,0.27743235
19451,0.007592464,0.005784443,0.03135273,0.00029311897,0.037520833,0.23738499,0.61886805
19452,0.020513542,0.0012397611,0.00063963566,0.0007366956,0.006369115,0.5407147,0.41260952
19453,0.085078925,0.0017014974,0.0007175926,0.00062484416,0.0145277465,0.4283421,0.46441394
19454,0.065229364,0.057509284,0.011242154,0.0002618226,0.025584964,0.1618545,0.3274419
19455,0.046292048,0.0032680256,0.0012161181,0.0011311738,0.046662785,0.35310286,0.3151462
19456,0.0012236568,0.015471126,0.027350696,0.0009434547,0.008733743,0.3754636,0.42966035
19457,0.08888126,0.0021694482,0.00080778607,0.000299433,0.013650529,0.6011622,0.26951727
19458,0.017871061,0.024227286,0.025852447,0.0006724041,0.027271714,0.4676873,0.43778068
19459,0.013409323,0.046576448,0.15154073,0.0024615803,0.045874495,0.13609663,0.5591261
19460,0.0072651776,0.8204153,0.0014984637,0.00036587208,0.0044335,0.0941944,0.24502468
19461,0.0012388681,0.0007967786,0.941034,0.00028154027,0.0012851764,0.0008278578,0.108363785
19462,0.0008996183,0.008060535,0.026024735,0.0013185693,0.013421447,0.4032883,0.56074005
19463,0.00061652047,0.001207586,0.9324726,0.00023909776,0.00074495125,0.0037903031,0.1122156
19464,0.0005500296,0.0006957985,0.97185725,0.00024040848,0.00065157557,0.0021753057,0.040854152
19465,0.028927814,0.0013378711,0.0011110234,0.00063334266,0.005541273,0.662412,0.21810283
19466,0.29928482,0.00063334027,0.002993368,0.00035096853,0.019814024,0.15821132,0.4822335
19467,0.0006326444,0.0013899448,0.87248147,0.00026491817,0.00076844776,0.0009808256,0.11933704
19468,0.016910173,0.0015443183,0.000656614,0.0043285973,0.09686381,0.21952626,0.54861647
19469,0.04868201,0.02729798,0.0010950326,0.00420076,0.04191879,0.37397715,0.4160222
19470,0.045024633,0.0017518704,0.73912054,0.00037569317,0.00908169,0.0036343874,0.11554503
19471,0.00068317936,0.009738169,0.001753428,0.0006238849,0.010565378,0.4979546,0.468456
19472,0.002726105,0.0084589105,0.023770357,0.0020167294,0.032690898,0.47392672,0.47985324
19473,0.02107847,0.0049879393,0.19503076,0.00043003,0.116268955,0.11761417,0.52823263
19474,0.07158141,0.0027165508,0.03476255,0.0009518185,0.023852253,0.5162358,0.31301057
19475,0.025163673,0.0009037731,0.83980894,0.00028512406,0.012249252,0.0070905276,0.100530826
19476,0.0005975412,0.0010132852,0.90758556,0.00026161477,0.000711086,0.0010631522,0.107984275
19477,0.64699525,0.0042499676,0.0014470173,0.00024495643,0.048627906,0.053492833,0.3374252
19478,0.1240617,0.014864109,0.0072300658,0.0010149867,0.07118385,0.3302824,0.31087115
19479,0.057332978,0.58184564,0.0008738134,0.00041676612,0.0035122093,0.108515024,0.2287736
19480,0.06000586,0.016274812,0.0011873292,0.00043861655,0.007385061,0.6064555,0.27324486
19481,0.015844269,0.031868227,0.0019077947,0.016177937,0.015696451,0.1396372,0.317463
19482,0.0009981313,0.078676,0.33773693,0.00045084947,0.017127153,0.1280578,0.46309707
19483,0.16260646,0.31920165,0.0012178476,0.0002718105,0.033942956,0.106657356,0.28526452
19484,0.0008214516,0.0006729259,0.8704785,0.00038283385,0.0007302945,0.0013653738,0.08216999
19485,0.14431305,0.007378108,0.01122301,0.0004077729,0.115744814,0.3236317,0.3628689
19486,0.32819563,0.030263793,0.0044916007,0.00025175765,0.18950304,0.049302433,0.3362793
19487,0.008917901,0.0011860658,0.0028392784,0.93056947,0.00819324,0.011654719,0.117367916
19488,0.23334835,0.001610536,0.0011436321,0.00082794385,0.018394701,0.21956946,0.38965994
19489,0.0006233132,0.00073029066,0.86416376,0.00026853406,0.0006862901,0.000984973,0.087360136
19490,0.0026847343,0.19058044,0.0012218364,0.0011228642,0.011013929,0.35448846,0.3652282
19491,0.028673766,0.0007301874,0.89895284,0.00027879197,0.0017794075,0.0015167407,0.06386957
19492,0.0006913833,0.0009208456,0.95296025,0.0002623591,0.00072046305,0.00087575306,0.05505726
19493,0.040844224,0.001265531,0.0007902756,0.0020043927,0.015655901,0.57503086,0.4326895
19494,0.0011447651,0.0017533954,0.0010320157,0.00040892354,0.006618386,0.53688884,0.4046614
19495,0.007547477,0.0011256809,0.0011099983,0.0014498408,0.0060658935,0.5091736,0.50793266
19496,0.079663575,0.018496042,0.0107963355,0.00026251774,0.012220893,0.5069795,0.30158678
19497,0.0033641688,0.0018243489,0.04118437,0.00038266912,0.032867447,0.2860956,0.53641707
19498,0.07494526,0.5803191,0.001338242,0.00030324302,0.0108228335,0.2238678,0.23665765
19499,0.043367285,0.002553555,0.030391978,0.016712263,0.044395704,0.27757946,0.49585307
19500,0.31617054,0.0010983376,0.0007333621,0.000421381,0.051254515,0.22559856,0.31107217
19501,0.00059270236,0.0007293984,0.943925,0.00024243802,0.0005940167,0.002214448,0.06918392
19502,0.21087119,0.0018394048,0.00058037235,0.00025713415,0.019262232,0.18788172,0.4572194
19503,0.0014492713,0.01726456,0.044131637,0.002599831,0.014629183,0.2167646,0.62846184
19504,0.1372054,0.010135621,0.0025402592,0.0050115776,0.04949177,0.12357897,0.5127496
19505,0.0005801719,0.0008739487,0.9417537,0.00023334511,0.00063075573,0.0020005181,0.059661817
19506,0.023271192,0.0059559937,0.2711172,0.0022559273,0.012178841,0.17441593,0.3879119
19507,0.1213173,0.004735605,0.004536547,0.0028549766,0.50937366,0.069681846,0.42642123
19508,0.0068682325,0.001957126,0.0008376145,0.0004598478,0.009218725,0.45696226,0.50564456
19509,0.13728054,0.0021550243,0.00079667906,0.0005356115,0.008184178,0.47515938,0.35310522
19510,0.003019314,0.004870488,0.08147241,0.005682274,0.020744067,0.21775036,0.5187938
19511,0.08314299,0.44723156,0.007315607,0.00024836976,0.014063509,0.24578544,0.23190503
